"","V1","V2","V3"
"LVA",0.378022028758138,-0.314454989647455,-0.510228268311724
"MAR",-0.096079542835134,-0.425541260940295,-0.635637161240252
"MEX",-0.255416906052697,-0.179729822643917,1.15457148697184
"MLT",0.418357211922431,-0.297420307404633,-0.503175958845605
"MMR",0.418357211922431,-0.297420307404633,-0.503175958845605
"MNG",0.418357211922431,-0.297420307404633,-0.503175958845605
"MOZ",0.418357211922431,-0.297420307404633,-0.503175958845605
"MYS",0.316198831634642,-0.227331767025717,0.277203077975408
"NGA",0.376750130684975,0.663196224940436,-0.209229400403764
"NIC",0.418357211922431,-0.297420307404633,-0.503175958845605
"NLD",-0.235614195009886,2.12248842446579,1.03731017502384
"NOR",1.60832723283083,2.09705295705633,1.0690689378066
"NPL",0.418357211922431,-0.297420307404633,-0.503175958845605
"NZL",0.287680798068667,-0.349975030105364,-0.528427122523137
"OMN",0.287680798068667,-0.349975030105364,-0.528427122523137
"PAK",-0.260974702285947,0.0573505951175626,0.00978292919189643
"PAN",0.24822180885229,-0.152111225368749,-0.323611146147849
"PER",-0.373494363206451,-0.142402142231548,-0.0762910255397464
"PHL",-0.637631575055252,0.211737838465145,-0.545153526723748
"PNG",0.418357211922431,-0.297420307404633,-0.503175958845605
"POL",-1.40451945168874,1.43189169222855,1.48920165667999
"PRK",0.418357211922431,-0.297420307404633,-0.503175958845605
"PRT",-0.218008451190945,0.0148262844884754,-0.176995022393054
"PRY",0.418357211922431,-0.297420307404633,-0.503175958845605
"QAT",-0.637631575055252,0.211737838465145,-0.545153526723748
"ROM",0.207935996474927,1.58628442239712,0.0642971324944275
"RUS",-4.4265608311697,0.46233882737722,-1.94651481240585
"SAU",-0.00497371342158504,-0.779438732829348,-0.530462875248291
"SDN",0.418357211922431,-0.297420307404633,-0.503175958845605
"SGP",-0.373038516048274,-2.56844588333464,5.17132676957573
"SLV",0.418357211922431,-0.297420307404633,-0.503175958845605
"SRB",0.378022028758138,-0.314454989647455,-0.510228268311724
"SVK",0.21677067866407,0.885743757198961,-0.140546334934939
"SVN",0.097279578474911,-0.22273013107835,-0.381712283325397
"SWE",-0.985894100249696,0.787618910447971,1.36065981829811
"SYR",0.287680798068667,-0.349975030105364,-0.528427122523137
"TCD",0.418357211922431,-0.297420307404633,-0.503175958845605
"THA",-1.14841243579865,-1.92110496194026,1.66487359040367
"TTO",0.418357211922431,-0.297420307404633,-0.503175958845605
"TUN",0.378022028758138,-0.314454989647455,-0.510228268311724
"TUR",-6.66754160815293,0.00612027305662292,-1.77947624700502
"UKR",-1.27287513820981,0.343557155283906,0.586194758486438
"URY",0.378022028758138,-0.314454989647455,-0.510228268311724
"USA",0.499164015473714,-2.29884346059228,3.89708127591337
"UZB",0.418357211922431,-0.297420307404633,-0.503175958845605
"VEN",-0.0960208624452184,-0.280631335626232,-0.414141433917901
"VNM",-0.444379410283927,-0.768096561837861,-0.167198995013118
"YEM",0.418357211922431,-0.297420307404633,-0.503175958845605
"ZAF",1.13786904238475,-0.369983520839423,-0.764249406024468
"ZMB",0.418357211922431,-0.297420307404633,-0.503175958845605
"ZWE",0.418357211922431,-0.297420307404633,-0.503175958845605
