"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Signal.transduction","Signaling.molecules.and.interaction"
"sig_19",0.895672451421267,0.710522592327997,0.932649641515914,0.760367782669428,0.589881833787178,0.869745395009434,0.847606633221095,0.688297245473613,0.618519615143587,0.717967668337142,0.686327571949971,0.915249682791622,0.973484636275163,0.709231621754164,0.549045319846406,0.657327235132693,0.756171434012263,0.759643515730945,1,0.0592873793888501,0.649465768413363,0.684154395309477,0.790188668963044,0.90321318666635,0.482557846277591,0.819063671288605,0.912796507513518,0.730625812964017,0.664370219522088,0.0911768898664603,-0.0519374752815633
"sig_20",0.197781853587402,0.0309931052363583,0.201250634646958,0.120883295636563,0.698518118828657,0.0626970183034514,0.0407481070723229,-0.0287946443778505,0.105625604880087,0.366979695517642,0.0512370892930381,0.106449342313174,0.0490316064396294,0.0168901550676948,0.0319207103923339,0.506553563773039,0.0138475629698083,-0.00210588556433588,0.0592873793888501,0.999999999999999,0.205876549192173,-0.0314725037750447,-0.00907514533203813,0.0225583932973119,0.662722763629458,0.0133092393442352,0.105022859663036,-0.0424377998483794,-0.0519371026207834,-0.0710392835013462,-0.038499525175451
"sig_21",0.546119432776949,0.332249437228428,0.794604029590104,0.163809967199498,0.805028487958062,0.477824172673051,0.364780930884398,0.226978531906304,0.898118047305692,0.233712195725028,0.0776931318404813,0.791241645502762,0.737428867594529,0.142357248928484,0.884452831917025,0.43150753173113,0.226714183781766,0.385742687580416,0.649465768413363,0.205876549192173,1,0.0262726639583765,0.29680690566434,0.453925721581041,0.824091015364428,0.377943083460732,0.568697514087611,0.145874574321907,0.14647428914912,0.116675255488037,-0.0387940478591348
"sig_22",0.770734385177197,0.83004539417968,0.457218593393043,0.912802482996389,0.153713721560881,0.786583470285233,0.902599197127734,0.899329477284609,-0.0382982876321153,0.620563944764452,0.853022750310469,0.46001949730318,0.556033706201108,0.814435179835501,-0.0491073100573659,0.459736908164875,0.886491106316732,0.713814543024134,0.684154395309477,-0.0314725037750447,0.0262726639583765,1,0.845767211178075,0.752093665351298,0.0240853121671257,0.803195712447209,0.802511281132013,0.968222420923797,0.935261139352763,0.120988272832347,-0.00472048950866412
"sig_23",0.8834448059373,0.836451214034806,0.620656335118366,0.946845067871855,0.298139771541876,0.970345613616198,0.952833805366058,0.885029763458147,0.195156511521009,0.642316872248856,0.948943154849766,0.748878299945746,0.697201655038965,0.97012879824728,0.132754836336002,0.324423999660284,0.991563321049402,0.972211288562494,0.790188668963044,-0.00907514533203813,0.29680690566434,0.845767211178075,1,0.95332342216269,0.219018377334928,0.98882131109604,0.917472491863494,0.940392176696889,0.902585382918618,0.139832357752306,-0.0462097498147579
"sig_24",0.896972650167919,0.743543436819944,0.77171712687466,0.893072935027166,0.418406418411475,0.962701285481905,0.910607799262767,0.767818837348737,0.375121468444815,0.701921188435427,0.889796160140362,0.866700967003725,0.833899054599319,0.926109579097233,0.288950601996681,0.434025131508243,0.924167768293679,0.943994852739075,0.90321318666635,0.0225583932973119,0.453925721581041,0.752093665351298,0.95332342216269,1,0.339116087349363,0.961183296968179,0.92610491893575,0.844257219928556,0.774161518467691,0.0678903015610905,-0.0453861975094502
"sig_25",0.486779486936623,0.274618641610024,0.617257629742794,0.154030457585613,0.964802640154383,0.381540672068865,0.304125130094686,0.173002751963606,0.633178571233292,0.225331736674923,0.0555837971175165,0.583572632859582,0.530377451820652,0.104218924845129,0.615332303284937,0.498764191450333,0.174777794923086,0.279422066116149,0.482557846277591,0.662722763629458,0.824091015364428,0.0240853121671257,0.219018377334928,0.339116087349363,1,0.294699829272064,0.493231033263238,0.106015998150958,0.103376334850724,0.0383247483764238,-0.0470567042550334
"sig_26",0.908710476733199,0.8444814982039,0.667027186823996,0.916818151178466,0.361831294243004,0.98619617235271,0.957040957142215,0.874246565938752,0.267297319897168,0.631409306433595,0.913279285208024,0.795289469048557,0.738888010272482,0.944916137401419,0.191507245767761,0.344983253219262,0.968356253630003,0.980051077108154,0.819063671288605,0.0133092393442352,0.377943083460732,0.803195712447209,0.98882131109604,0.961183296968179,0.294699829272064,1,0.930632221728318,0.912643616040087,0.876393738297256,0.146449733993976,-0.0518363388160005
"sig_27",0.939664250701906,0.851504486468071,0.799888103102209,0.857768181723375,0.575683728404739,0.955800699988074,0.951948136175503,0.859327089677223,0.459650344541189,0.622932095738906,0.798187626837758,0.860012236425777,0.86266644082218,0.82136043474744,0.413016208266632,0.503269198325896,0.902202098521378,0.888387855029165,0.912796507513518,0.105022859663036,0.568697514087611,0.802511281132013,0.917472491863494,0.92610491893575,0.493231033263238,0.930632221728318,1,0.881682595826273,0.850543535166388,0.174270114457152,-0.0521859154966383
"sig_28",0.84342268816606,0.890971856719642,0.519221083816386,0.945791840926382,0.212077100362219,0.893253012983017,0.962332921623981,0.951998982443545,0.0552644834107833,0.609956686324192,0.908082829805922,0.586297423059685,0.615007890767976,0.896083571712335,0.0304072470628969,0.381757524684868,0.962586164233898,0.851389725631922,0.730625812964017,-0.0424377998483794,0.145874574321907,0.968222420923797,0.940392176696889,0.844257219928556,0.106015998150958,0.912643616040087,0.881682595826273,1,0.976636153254876,0.167058588541949,-0.0339046546329897
"sig_29",0.816872824117463,0.941215210953083,0.470169541628615,0.896042497948564,0.198434292361116,0.862143328525418,0.936788573031144,0.989123622685361,0.0524394347060154,0.536515406815633,0.84896120322879,0.542614837023531,0.561696561638024,0.835277287258125,0.0309597436449788,0.327648514749765,0.926605359643747,0.818168535878206,0.664370219522088,-0.0519371026207834,0.14647428914912,0.935261139352763,0.902585382918618,0.774161518467691,0.103376334850724,0.876393738297256,0.850543535166388,0.976636153254876,1,0.231980601312034,-0.0549706787632693
"Signal.transduction",0.248052175145509,0.325441444028995,0.159320489719744,0.113650839029651,0.061780364980912,0.199335499267904,0.205310012639909,0.276949805175541,0.246584655627941,0.0428847426271021,0.0190654639600289,0.176413203262457,0.169448124839253,0.0348394164019996,-0.0276958277345938,-0.0451770745330882,0.145654092794746,0.143792076676308,0.0911768898664603,-0.0710392835013462,0.116675255488037,0.120988272832347,0.139832357752306,0.0678903015610905,0.0383247483764238,0.146449733993976,0.174270114457152,0.167058588541949,0.231980601312034,1,-0.0657286724940546
"Signaling.molecules.and.interaction",-0.049972504216305,-0.049507687342134,-0.0629591861662685,-0.0292040239328535,-0.0591034453448685,-0.0628148164253862,-0.0325779002244124,-0.057646167079447,-0.0411142935242332,-0.0508497367956951,-0.036129792420297,-0.0497218822254571,-0.0550726296266173,-0.0348081932190499,-0.0243328574286852,-0.0513529455080101,-0.0437434173669834,-0.0448090967525703,-0.0519374752815633,-0.038499525175451,-0.0387940478591348,-0.00472048950866412,-0.0462097498147579,-0.0453861975094502,-0.0470567042550334,-0.0518363388160005,-0.0521859154966383,-0.0339046546329897,-0.0549706787632693,-0.0657286724940546,1
