"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_18","sig_19","sig_20","sig_21","sig_22","sig_23","sig_24","sig_25","sig_26","sig_27","sig_28","sig_29","Transcription","Translation","Folding.sorting.and.degradation","Replication.and.repair"
"sig_11",0.734016550235985,0.303497305298866,0.770893440537453,0.970036959361974,0.741170435893264,0.484133948409055,0.757270028753986,0.1346874101747,0.872254988171649,0.953765189048413,1,0.794212217567736,0.772413526513902,0.958482320711795,0.822891634809619,0.999843696211469,0.83440361297774,0.0511699143225664,0.643378395523314,0.994990127727153,0.645822438742539,0.989507359365832,0.108396301408368,0.686521893661851,0.344642618578765,0.836406338584472,0.5857727141102,0.439300255672967,0.00957415549769668,0.0089890201968416,-0.239975408738758,-0.00487402982191743,-0.0848441194185944
"sig_12",0.886118490328221,0.531415036205697,0.991728801113641,0.865448874430958,0.956781793094597,0.583252779741552,0.961923162139564,0.345548955715236,0.969815206202124,0.927762506571699,0.794212217567736,1,0.973271345316865,0.788807472897184,0.975448940873542,0.804104246433262,0.815205309776469,0.0477611217439792,0.959965742734522,0.733596022431146,0.945454617109537,0.86773171383776,0.140210699126526,0.957169300456999,0.8055352841,0.994275911925234,0.746043905524908,0.670071101736188,0.202630153534707,0.562531730887732,-0.282670654368574,-0.173335175227311,-0.129708282226956
"sig_13",0.871590844825883,0.377959615550577,0.9940359158745,0.859613227608748,0.988493640361453,0.583058232472922,0.909238114746057,0.151073683021148,0.984347825991951,0.927588188190523,0.772413526513902,0.973271345316865,1,0.777501495592092,0.996486729931457,0.783521729376987,0.826035407139635,0.0698461059262958,0.88850926395488,0.705048844251103,0.98374821554075,0.856072570873107,0.118230942018585,0.992080308425811,0.862415287116779,0.98465761196772,0.781240824719818,0.515849243705074,-0.0122594962609188,0.633287444601372,-0.320053463945186,-0.137509693956609,-0.113155987348942
"sig_14",0.855522546879419,0.44022990788186,0.77283920893603,0.987326029720283,0.789774954424005,0.706667402068122,0.815999235012568,0.227182794055789,0.864652237510177,0.931750482452932,0.958482320711795,0.788807472897184,0.777501495592092,1,0.821968717178683,0.959366850701989,0.948002012709691,0.33024021375965,0.641219630632055,0.947831655823237,0.663676144907624,0.956878051250008,0.378673800987754,0.700557580147895,0.385253148339158,0.829642934581402,0.765778964162424,0.534552281527058,0.0526244983209435,0.11247691941822,-0.206769441983198,-0.0807095299933778,-0.110916470362294
"sig_15",0.876544587515018,0.378155610736219,0.990950624238179,0.896952129009421,0.982072872356839,0.58546315863021,0.913291369134469,0.152915990192875,0.995649507421493,0.955618978427749,0.822891634809619,0.975448940873542,0.996486729931457,0.821968717178683,1,0.832808772430015,0.849026908035667,0.0692341084262853,0.87972823725214,0.76196443197825,0.965254295053291,0.896352031891034,0.120066931229872,0.978075327505826,0.816990614112386,0.991199429370066,0.776166268965038,0.51942383138844,-0.00970522545046566,0.567744278208532,-0.31797455422118,-0.123663230663644,-0.112420981767283
"sig_16",0.742381799250034,0.307445471121217,0.781868541769227,0.972957005085706,0.752635002149215,0.489879239112514,0.766179647270967,0.135975805035866,0.880765089829736,0.958929891152164,0.999843696211469,0.804104246433262,0.783521729376987,0.959366850701989,0.832808772430015,1,0.839326518080573,0.0520059923744143,0.654177667455981,0.993067078272188,0.659219971849088,0.991907148834668,0.109339861478329,0.69926989248275,0.361185586021911,0.845701481312265,0.594833558642876,0.44414564733478,0.00902552524706221,0.0264233433978081,-0.243687394322706,-0.00859636495828099,-0.0861565045076328
"sig_17",0.958801642660853,0.547664570280664,0.817944135663078,0.939094702454218,0.87497386479732,0.875241116778296,0.879630205052101,0.291861352565579,0.867593980384801,0.881729483363935,0.83440361297774,0.815205309776469,0.826035407139635,0.948002012709691,0.849026908035667,0.839326518080573,1,0.52643684284887,0.693604092521761,0.801648886338345,0.75709756017858,0.866944676013011,0.564583175508334,0.780659581872541,0.555881152994305,0.844831450148242,0.930607915960632,0.61017368873233,0.0755644395225779,0.367325766841171,-0.200655349968314,-0.171846802760383,-0.134790520711757
"sig_18",0.503391317358775,0.512828411573207,0.0595284704401427,0.227349727311301,0.21594588774042,0.838898682044719,0.278644597720845,0.345537656924597,0.0679814073594034,0.0631530141938563,0.0511699143225664,0.0477611217439792,0.0698461059262958,0.33024021375965,0.0692341084262853,0.0520059923744143,0.52643684284887,1,0.0211962734906059,0.0461406574660037,0.0694969562087963,0.0575308608418787,0.978929455125046,0.0698427681815857,0.062452186503275,0.0567131473863052,0.676768985350693,0.38328173206056,0.160781093330714,0.212554734277368,0.105020510029883,-0.23805296554262,-0.0980241435436559
"sig_19",0.832866567519803,0.669926016728827,0.932326937590083,0.724203091297238,0.874594606237803,0.539712235652367,0.949099458990589,0.538455328231967,0.862692984990147,0.79892442007685,0.643378395523314,0.959965742734522,0.88850926395488,0.641219630632055,0.87972823725214,0.654177667455981,0.693604092521761,0.0211962734906059,1,0.578521085303939,0.88620271394661,0.725701932124255,0.151451210002681,0.88996030450916,0.800470491257207,0.924555027173254,0.670289680418704,0.79215425148084,0.426143527070407,0.606945447684298,-0.227165949488766,-0.236580621398851,-0.141806686853243
"sig_20",0.682388440800282,0.279383332677108,0.704290352025027,0.947808193158439,0.67197480325116,0.448793356814091,0.702426685212008,0.126608260832741,0.818993060125098,0.918939718125157,0.994990127727153,0.733596022431146,0.705048844251103,0.947831655823237,0.76196443197825,0.993067078272188,0.801648886338345,0.0461406574660037,0.578521085303939,1,0.566258629084699,0.970105674832581,0.102422002599157,0.610391061799458,0.249067740693359,0.778916608565934,0.531085004543794,0.409312458475734,0.0126200059603093,-0.0896478632206199,-0.217571317288168,0.016202965738209,-0.0769230769230769
"sig_21",0.840240688499201,0.368550071537027,0.977008436946888,0.759117356621595,0.978748910950431,0.564034915331687,0.878923118100743,0.143530838239048,0.936706514988016,0.845431281362355,0.645822438742539,0.945454617109537,0.98374821554075,0.663676144907624,0.965254295053291,0.659219971849088,0.75709756017858,0.0694969562087963,0.88620271394661,0.566258629084699,1,0.7493566404227,0.111482770436805,0.998510079226402,0.939289720100495,0.947213612476661,0.77353922692405,0.495916778660207,-0.0174440226740913,0.758743496132983,-0.316898325382973,-0.163924631463572,-0.112040477412481
"sig_22",0.795613807556713,0.332965193318039,0.853478776323616,0.984960599489155,0.828029623868898,0.526623454063722,0.823101626898174,0.143975084057255,0.933762081663985,0.987182281117875,0.989507359365832,0.86773171383776,0.856072570873107,0.956878051250008,0.896352031891034,0.991907148834668,0.866944676013011,0.0575308608418787,0.725701932124255,0.970105674832581,0.7493566404227,1,0.115108240007707,0.784372993549089,0.47665701529275,0.904659203908363,0.654420544382294,0.474848874558394,0.00500247855842636,0.15138079725227,-0.268098588142221,-0.035248319629495,-0.0947871648509518
"sig_23",0.573740954863681,0.673566404048174,0.129230946751569,0.279866149963869,0.259088201000984,0.874474357666656,0.387559656054064,0.52723463480598,0.12111791674176,0.119712754307334,0.108396301408368,0.140210699126526,0.118230942018585,0.378673800987754,0.120066931229872,0.109339861478329,0.564583175508334,0.978929455125046,0.151451210002681,0.102422002599157,0.111482770436805,0.115108240007707,1,0.113918104910996,0.0883566023050357,0.133144978354778,0.698500391547517,0.554266063357092,0.350002630407408,0.215531634540116,0.114137061805422,-0.283054225665219,-0.120517762775687
"sig_24",0.852666311267178,0.372680870412153,0.985553022689601,0.792277054844829,0.985086219931824,0.571761658218057,0.891167568488935,0.146318217015899,0.95441585815248,0.873315343237157,0.686521893661851,0.957169300456999,0.992080308425811,0.700557580147895,0.978075327505826,0.69926989248275,0.780659581872541,0.0698427681815857,0.88996030450916,0.610391061799458,0.998510079226402,0.784372993549089,0.113918104910996,1,0.919166744668902,0.961860159645205,0.778547822116749,0.503684870957455,-0.0159285742914499,0.723233493749071,-0.318950212829456,-0.156462336957226,-0.1127659291763
"sig_25",0.703224203469114,0.316747673446439,0.854811654552353,0.497408495223666,0.870309679452882,0.475921566994384,0.740335032065167,0.115945092194098,0.7597053704206,0.610847221781526,0.344642618578765,0.8055352841,0.862415287116779,0.385253148339158,0.816990614112386,0.361185586021911,0.555881152994305,0.062452186503275,0.800470491257207,0.249067740693359,0.939289720100495,0.47665701529275,0.0883566023050357,0.919166744668902,1,0.788735231506918,0.687835939428795,0.412317073937234,-0.0257508157123249,0.928861055214438,-0.281787981470539,-0.199360421806012,-0.0996270962773436
"sig_26",0.887847434984396,0.468343584737909,0.99322718222813,0.902006003447607,0.9674228749437,0.587542095912384,0.946855869173389,0.265999316327959,0.990291054821859,0.957971096312419,0.836406338584472,0.994275911925234,0.98465761196772,0.829642934581402,0.991199429370066,0.845701481312265,0.844831450148242,0.0567131473863052,0.924555027173254,0.778916608565934,0.947213612476661,0.904659203908363,0.133144978354778,0.961860159645205,0.788735231506918,1,0.758719435329613,0.610418845911707,0.114598771187402,0.531375643671127,-0.29752915547036,-0.145395249391771,-0.122431336847762
"sig_27",0.955155975857312,0.598908700976417,0.770269963798956,0.764069943910597,0.864970017383526,0.95314771069323,0.842655129731803,0.326727987242142,0.764110017534102,0.714276543490661,0.5857727141102,0.746043905524908,0.781240824719818,0.765778964162424,0.776166268965038,0.594833558642876,0.930607915960632,0.676768985350693,0.670289680418704,0.531085004543794,0.77353922692405,0.654420544382294,0.698500391547517,0.778547822116749,0.687835939428795,0.758719435329613,1,0.618470888870899,0.0907166674555859,0.618938265996237,-0.17069718549973,-0.254243131193399,-0.14484136487558
"sig_28",0.754103986463711,0.979477202196656,0.594259128360174,0.533594873383588,0.558900986429239,0.683597665433771,0.819069966206209,0.921599044228017,0.519110736064592,0.502526131838592,0.439300255672967,0.670071101736188,0.515849243705074,0.534552281527058,0.51942383138844,0.44414564733478,0.61017368873233,0.38328173206056,0.79215425148084,0.409312458475734,0.495916778660207,0.474848874558394,0.554266063357092,0.503684870957455,0.412317073937234,0.610418845911707,0.618470888870899,1,0.821354678143455,0.335682031892825,-0.0107195412967529,-0.335288273567944,-0.166756927527151
"sig_29",0.24581843630417,0.85062458980729,0.0933531740435792,0.0314522452624602,0.0106824445799407,0.251399456261777,0.366870686425906,0.969932910464331,-0.00678329547445029,-0.000169542907938122,0.00957415549769668,0.202630153534707,-0.0122594962609188,0.0526244983209435,-0.00970522545046566,0.00902552524706221,0.0755644395225779,0.160781093330714,0.426143527070407,0.0126200059603093,-0.0174440226740913,0.00500247855842636,0.350002630407408,-0.0159285742914499,-0.0257508157123249,0.114598771187402,0.0907166674555859,0.821354678143455,1,-0.00360753320794857,0.162983653882427,-0.277211358389421,-0.110722693802714
"Transcription",0.553056240817627,0.306276129228197,0.624197871951795,0.208149441677687,0.676946657295936,0.461437898141439,0.546121383000854,0.129820500139662,0.49013463580229,0.304973304811853,0.0089890201968416,0.562531730887732,0.633287444601372,0.11247691941822,0.567744278208532,0.0264233433978081,0.367325766841171,0.212554734277368,0.606945447684298,-0.0896478632206199,0.758743496132983,0.15138079725227,0.215531634540116,0.723233493749071,0.928861055214438,0.531375643671127,0.618938265996237,0.335682031892825,-0.00360753320794857,1,-0.190171836006553,-0.245482852309181,-0.0896478632206199
"Translation",-0.193090242480102,0.0454315231578701,-0.304172846417952,-0.24793585226229,-0.297980403154568,-0.0657242076088958,-0.214125856041387,0.124106248119607,-0.313035430572529,-0.292619989541595,-0.239975408738758,-0.282670654368574,-0.320053463945186,-0.206769441983198,-0.31797455422118,-0.243687394322706,-0.200655349968314,0.105020510029883,-0.227165949488766,-0.217571317288168,-0.316898325382973,-0.268098588142221,0.114137061805422,-0.318950212829456,-0.281787981470539,-0.29752915547036,-0.17069718549973,-0.0107195412967529,0.162983653882427,-0.190171836006553,1,-0.595775801338684,-0.217571317288169
"Folding.sorting.and.degradation",-0.252695550122812,-0.355887421362709,-0.160787287543835,-0.0800887825446372,-0.175130465993277,-0.286670680795828,-0.24686603994349,-0.325516929355343,-0.10723688733563,-0.0679397291478943,-0.00487402982191743,-0.173335175227311,-0.137509693956609,-0.0807095299933778,-0.123663230663644,-0.00859636495828099,-0.171846802760383,-0.23805296554262,-0.236580621398851,0.016202965738209,-0.163924631463572,-0.035248319629495,-0.283054225665219,-0.156462336957226,-0.199360421806012,-0.145395249391771,-0.254243131193399,-0.335288273567944,-0.277211358389421,-0.245482852309181,-0.595775801338684,1,0.016202965738209
"Replication.and.repair",-0.158184799305649,-0.14425133497275,-0.12230191741752,-0.110668933536419,-0.125283437894284,-0.150812793000471,-0.156201295620133,-0.135845773425687,-0.110674737854743,-0.103456789457799,-0.0848441194185944,-0.129708282226956,-0.113155987348942,-0.110916470362294,-0.112420981767283,-0.0861565045076328,-0.134790520711757,-0.0980241435436559,-0.141806686853243,-0.0769230769230769,-0.112040477412481,-0.0947871648509518,-0.120517762775687,-0.1127659291763,-0.0996270962773436,-0.122431336847762,-0.14484136487558,-0.166756927527151,-0.110722693802714,-0.0896478632206199,-0.217571317288169,0.016202965738209,1
