"","protein.metabolism","death","other.metabolic.processes","signal.transduction","stress.response","other.biological.processes","cell.adhesion","DNA.metabolism","cell.cell.signaling","developmental.processes","cell.organization.and.biogenesis","cell.cycle.and.proliferation","RNA.metabolism","transport"
"ABLIM1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ABLIM3",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,2.49297178690492,-0.29301733213301
"ABO",3.17089007197159,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ABT1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,3.71793408133061,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACAT2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACD",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACMSD",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACOT7",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACOT8",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACSF2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACSS1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTB",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTG1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTL8",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTN1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTN2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTN3",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTN4",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACTR10",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACY1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACY3",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ACYP2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAM15",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAM33",3.17089007197159,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAMTS12",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAMTSL4",-0.315272184439373,4.13726639546683,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAP1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADAT2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,2.49297178690492,-0.29301733213301
"ADC",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADCY4",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADD1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADIPOQ",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,3.71793408133061,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADPRH",3.17089007197159,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ADRM1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AEBP2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AEN",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AES",-0.315272184439373,4.13726639546683,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AFF4",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGFG1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGGF1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,3.71793408133061,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGPAT1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGPAT4",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGPAT5",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGPS",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGR2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,3.41172118499055
"AGR3",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGTR1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AGTRAP",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AHCY",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AHCYL1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,3.41172118499055
"AHNAK",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AHNAK2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AHSA2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,4.7392761277508,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AHSP",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AIDA",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,4.7392761277508,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AIM2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AIMP1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AIMP2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,3.71793408133061,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AK3",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AKAP7",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AKAP9",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,9.74228265173387,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AKR1C1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AKT1",-0.315272184439373,4.13726639546683,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AKTIP",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,3.41172118499055
"ALAS1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALAS2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALDH18A1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALDH3B1",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALDOA",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALDOC",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALG13",3.17089007197159,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALKBH3",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,9.33463666649793,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALKBH4",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALOX5",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALPI",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALPP",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ALS2CR12",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMBP",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMDHD2",-0.315272184439373,-0.241631392337453,2.77422179365537,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMMECR1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMOT",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,2.53545904602299,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMOTL2",-0.315272184439373,-0.241631392337453,-0.360350943062266,4.29080654960191,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMPD2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"AMPH",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,9.74228265173387,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANAPC13",3.17089007197159,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANKRA2",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANKRD40",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANKRD45",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,2.2178000065205,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANKRD54",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,3.71793408133061,-0.394284988028372,-0.172228397770106,-0.401004714477232,-0.29301733213301
"ANLN",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,5.80446344825209,-0.401004714477232,-0.29301733213301
"ANP32B",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,-0.172228397770106,-0.401004714477232,3.41172118499055
"ANXA1",-0.315272184439373,-0.241631392337453,-0.360350943062266,-0.232984971019108,-0.210938002483946,-0.45075905702427,-0.0785311421116154,-0.107095056328813,-0.102613881709712,-0.268884121595244,-0.394284988028372,5.80446344825209,-0.401004714477232,-0.29301733213301
